|6.6.6
pyrolite_1.tab                                                                                      
           2
P(bar)  
   1.0000000000000000     
   15000.090000000000     
         101
T(K)    
   200.00000000000000     
   40.000000000000000     
         101
          14
P(bar)         T(K)           rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  945007.        1800.00        5217.12       0.136970E-004  0.183894E-006  0.561982E+007  0.257957E+007   10.3788        13.1774        7.03167        2162.04       0.870170E+007   1194.81        1.90162     
  960007.        1800.00        5231.49       0.135742E-004  0.182139E-006  0.567197E+007  0.259662E+007   10.4125        13.2136        7.04517        2157.98       0.898152E+007   1194.24        1.89640     
  975007.        1800.00        5245.77       0.134540E-004  0.180420E-006  0.572403E+007  0.261358E+007   10.4459        13.2494        7.05852        2153.97       0.926063E+007   1193.68        1.89124     
  990007.        1800.00        5259.95       0.133362E-004  0.178736E-006  0.577601E+007  0.263044E+007   10.4791        13.2849        7.07169        2150.00       0.953905E+007   1193.13        1.88614     
 0.100501E+007   1800.00        5274.04       0.132209E-004  0.177086E-006  0.582790E+007  0.264720E+007   10.5120        13.3201        7.08471        2146.08       0.981678E+007   1192.59        1.88110     
 0.102001E+007   1800.00        5288.04       0.131079E-004  0.175470E-006  0.587971E+007  0.266388E+007   10.5446        13.3550        7.09757        2142.19       0.100938E+008   1192.06        1.87612     
 0.103501E+007   1800.00        5301.95       0.129972E-004  0.173885E-006  0.593144E+007  0.268046E+007   10.5770        13.3896        7.11029        2138.34       0.103702E+008   1191.54        1.87120     
 0.105001E+007   1800.00        5315.77       0.128887E-004  0.172331E-006  0.598309E+007  0.269696E+007   10.6091        13.4239        7.12286        2134.53       0.106459E+008   1191.03        1.86633     
 0.106501E+007   1800.00        5329.51       0.127823E-004  0.170807E-006  0.603466E+007  0.271337E+007   10.6410        13.4579        7.13528        2130.76       0.109209E+008   1190.52        1.86152     
 0.108001E+007   1800.00        5343.17       0.126779E-004  0.169314E-006  0.608611E+007  0.272973E+007   10.6726        13.4916        7.14761        2127.02       0.111952E+008   1190.02        1.85676     
 0.109501E+007   1800.00        5356.74       0.125756E-004  0.167847E-006  0.613753E+007  0.274596E+007   10.7040        13.5250        7.15973        2123.32       0.114690E+008   1189.53        1.85206     
 0.111001E+007   1800.00        5370.22       0.124751E-004  0.166408E-006  0.618888E+007  0.276209E+007   10.7352        13.5581        7.17171        2119.65       0.117420E+008   1189.05        1.84741     
 0.112501E+007   1800.00        5442.08       0.149157E-004  0.173392E-006  0.598823E+007  0.291583E+007   10.4898        13.4713        7.31979        2091.27       0.119685E+008   1199.71        1.82302     
 0.114001E+007   1800.00        5456.39       0.147954E-004  0.171915E-006  0.603752E+007  0.293561E+007   10.5191        13.5050        7.33494        2087.43       0.122369E+008   1199.06        1.81824     
 0.115501E+007   1800.00        5470.58       0.146769E-004  0.170465E-006  0.608670E+007  0.295533E+007   10.5481        13.5385        7.34998        2083.48       0.125043E+008   1198.41        1.81352     
 0.117001E+007   1800.00        5484.76       0.145613E-004  0.169045E-006  0.613569E+007  0.297498E+007   10.5768        13.5716        7.36484        2079.69       0.127714E+008   1197.78        1.80883     
 0.118501E+007   1800.00        5498.83       0.144480E-004  0.167645E-006  0.618482E+007  0.299445E+007   10.6054        13.6045        7.37943        2076.07       0.130380E+008   1197.16        1.80420     
 0.120001E+007   1800.00        5512.81       0.143361E-004  0.166274E-006  0.623373E+007  0.301386E+007   10.6338        13.6371        7.39393        2072.26       0.133036E+008   1196.54        1.79963     
 0.121501E+007   1800.00        5526.75       0.142266E-004  0.164928E-006  0.628258E+007  0.303317E+007   10.6619        13.6694        7.40822        2068.61       0.135688E+008   1195.94        1.79509     
 0.123001E+007   1800.00        5540.61       0.141192E-004  0.163606E-006  0.633134E+007  0.305237E+007   10.6898        13.7013        7.42232        2065.00       0.138333E+008   1195.35        1.79060     
 0.124501E+007   1800.00        5554.41       0.140137E-004  0.162307E-006  0.638001E+007  0.307147E+007   10.7175        13.7330        7.43626        2061.43       0.140973E+008   1194.76        1.78615     
 0.126001E+007   1800.00        5568.14       0.139101E-004  0.161031E-006  0.642859E+007  0.309048E+007   10.7449        13.7643        7.45002        2057.87       0.143606E+008   1194.18        1.78174     
 0.127501E+007   1800.00        5581.81       0.138083E-004  0.159777E-006  0.647711E+007  0.310938E+007   10.7722        13.7954        7.46362        2054.37       0.146234E+008   1193.61        1.77738     
 0.129001E+007   1800.00        5595.41       0.137083E-004  0.158545E-006  0.652554E+007  0.312818E+007   10.7992        13.8262        7.47704        2050.90       0.148855E+008   1193.05        1.77306     
 0.130501E+007   1800.00        5608.95       0.136101E-004  0.157334E-006  0.657389E+007  0.314688E+007   10.8261        13.8568        7.49030        2047.47       0.151471E+008   1192.49        1.76878     
 0.132001E+007   1800.00        5622.42       0.135135E-004  0.156143E-006  0.662216E+007  0.316547E+007   10.8527        13.8870        7.50339        2044.07       0.154081E+008   1191.95        1.76454     
 0.133501E+007   1800.00        5635.84       0.134186E-004  0.154972E-006  0.667035E+007  0.318397E+007   10.8791        13.9170        7.51632        2040.69       0.156685E+008   1191.41        1.76034     
 0.135001E+007   1800.00        5649.19       0.133253E-004  0.153820E-006  0.671847E+007  0.320237E+007   10.9054        13.9467        7.52909        2037.35       0.159283E+008   1190.87        1.75618     
 0.136501E+007   1800.00        5662.48       0.132335E-004  0.152688E-006  0.676652E+007  0.322066E+007   10.9315        13.9762        7.54170        2034.05       0.161876E+008   1190.35        1.75206     
 0.138001E+007   1800.00        5675.72       0.131433E-004  0.151573E-006  0.681449E+007  0.323887E+007   10.9574        14.0054        7.55416        2030.77       0.164463E+008   1189.83        1.74797     
 0.139501E+007   1800.00        5688.89       0.130546E-004  0.150477E-006  0.686239E+007  0.325697E+007   10.9831        14.0343        7.56646        2027.51       0.167044E+008   1189.32        1.74392     
 0.141001E+007   1800.00        5702.01       0.129673E-004  0.149398E-006  0.691021E+007  0.327498E+007   11.0086        14.0631        7.57862        2024.28       0.169619E+008   1188.81        1.73991     
 0.142501E+007   1800.00        5715.08       0.128814E-004  0.148337E-006  0.695796E+007  0.329288E+007   11.0339        14.0915        7.59062        2021.08       0.172190E+008   1188.31        1.73594     
 0.144001E+007   1800.00        5728.08       0.127969E-004  0.147292E-006  0.700565E+007  0.331069E+007   11.0591        14.1197        7.60247        2017.91       0.174754E+008   1187.82        1.73199     
 0.145501E+007   1800.00        5741.03       0.127137E-004  0.146262E-006  0.705327E+007  0.332841E+007   11.0841        14.1477        7.61419        2014.76       0.177313E+008   1187.33        1.72809     
 0.147001E+007   1800.00        5753.92       0.126318E-004  0.145249E-006  0.710082E+007  0.334604E+007   11.1089        14.1755        7.62577        2011.62       0.179867E+008   1186.85        1.72422     
 0.148501E+007   1800.00        5766.76       0.125511E-004  0.144252E-006  0.714831E+007  0.336356E+007   11.1336        14.2030        7.63719        2008.52       0.182415E+008   1186.37        1.72038     
 0.150001E+007   1800.00        5779.55       0.124717E-004  0.143269E-006  0.719574E+007  0.338101E+007   11.1581        14.2304        7.64851        2005.43       0.184957E+008   1185.90        1.71657     
  1.00000        1840.00        3101.70       0.478155E-004  0.131086E-005   852466.        503049.        5.24250        7.00774        4.02722        2719.91      -0.116054E+008   1284.27        3.19857     
  15001.1        1840.00        3219.87       0.425471E-004  0.110003E-005   990239.        576400.        5.54563        7.39070        4.23100        2706.32      -0.111591E+008   1268.82        3.08118     
  30001.2        1840.00        3288.70       0.372853E-004  0.957089E-006  0.112579E+007   614770.        5.85082        7.69133        4.32359        2682.46      -0.107414E+008   1255.41        3.01670     
  45001.3        1840.00        3350.00       0.339240E-004  0.859322E-006  0.124613E+007   651342.        6.09900        7.94492        4.40942        2660.69      -0.103300E+008   1247.04        2.96149     
  60001.4        1840.00        3395.49       0.314023E-004  0.802909E-006  0.132528E+007   675768.        6.24745        8.09732        4.46116        2644.79      -0.991461E+007   1239.72        2.92182     
  75001.4        1840.00        3438.18       0.292753E-004  0.755406E-006  0.140107E+007   698636.        6.38361        8.23673        4.50776        2630.97      -0.950104E+007   1233.61        2.88554     
  90001.5        1840.00        3479.76       0.274332E-004  0.713638E-006  0.147639E+007   721028.        6.51367        8.36991        4.55199        2618.68      -0.908992E+007   1228.41        2.85106     
  105002.        1840.00        3521.92       0.258015E-004  0.675582E-006  0.155368E+007   743706.        6.64187        8.50117        4.59527        2607.74      -0.868147E+007   1223.90        2.81693     
  120002.        1840.00        3565.76       0.243433E-004  0.640040E-006  0.163486E+007   767923.        6.77117        8.63502        4.64069        2597.47      -0.827698E+007   1219.97        2.78230     
  135002.        1840.00        3611.23       0.230417E-004  0.606884E-006  0.171968E+007   794219.        6.90075        8.77179        4.68967        2587.50      -0.787729E+007   1216.55        2.74727     
  150002.        1840.00        3763.79       0.234390E-004  0.516751E-006  0.202484E+007   964513.        7.33470        9.37902        5.06223        2557.23      -0.752925E+007   1223.63        2.63591     
  165002.        1840.00        3808.97       0.224815E-004  0.492516E-006  0.211765E+007  0.100346E+007   7.45629        9.52483        5.13269        2548.69      -0.714873E+007   1220.75        2.60464     
  180002.        1840.00        3840.77       0.216672E-004  0.475763E-006  0.218743E+007  0.102699E+007   7.54672        9.62317        5.17101        2540.03      -0.677265E+007   1218.17        2.58308     
  195002.        1840.00        3915.70       0.191672E-004  0.441726E-006  0.234059E+007  0.110990E+007   7.73141        9.87764        5.32399        2513.47      -0.643484E+007   1209.13        2.53365     
  210002.        1840.00        3950.80       0.188300E-004  0.428162E-006  0.241501E+007  0.113712E+007   7.81838        9.97512        5.36489        2504.60      -0.606975E+007   1208.99        2.51114     
  225002.        1840.00        3987.41       0.185278E-004  0.414676E-006  0.249423E+007  0.116806E+007   7.90903        10.0802        5.41237        2493.56      -0.571207E+007   1208.91        2.48808     
  240002.        1840.00        4266.06       0.242409E-004  0.376549E-006  0.283983E+007  0.145209E+007   8.15893        10.5808        5.83423        2479.39      -0.537333E+007   1240.74        2.32557     
  255003.        1840.00        4315.98       0.242224E-004  0.363300E-006  0.294464E+007  0.151779E+007   8.25993        10.7292        5.93016        2464.71      -0.505114E+007   1241.34        2.29867     
  270003.        1840.00        4355.03       0.240161E-004  0.352594E-006  0.303259E+007  0.156770E+007   8.34470        10.8458        5.99978        2454.18      -0.472469E+007   1240.86        2.27805     
  285003.        1840.00        4440.63       0.245098E-004  0.334962E-006  0.319783E+007  0.168932E+007   8.48604        11.0786        6.16785        2438.95      -0.441196E+007   1244.05        2.23414     
  300003.        1840.00        4462.78       0.240268E-004  0.328349E-006  0.325668E+007  0.171356E+007   8.54250        11.1431        6.19650        2430.76      -0.409009E+007   1241.97        2.22305     
  315003.        1840.00        4484.61       0.235658E-004  0.322029E-006  0.331523E+007  0.173747E+007   8.59794        11.2063        6.22438        2422.71      -0.376960E+007   1239.99        2.21223     
  330003.        1840.00        4506.12       0.231255E-004  0.315981E-006  0.337351E+007  0.176111E+007   8.65245        11.2683        6.25160        2414.84      -0.345039E+007   1238.10        2.20167     
  345003.        1840.00        4527.34       0.227044E-004  0.310187E-006  0.343152E+007  0.178448E+007   8.70606        11.3292        6.27819        2407.16      -0.313243E+007   1236.29        2.19135     
  360003.        1840.00        4548.27       0.223013E-004  0.304628E-006  0.348930E+007  0.180761E+007   8.75882        11.3889        6.30418        2399.65      -0.281568E+007   1234.56        2.18127     
  375003.        1840.00        4568.93       0.219149E-004  0.299291E-006  0.354683E+007  0.183048E+007   8.81076        11.4476        6.32959        2392.31      -0.250016E+007   1232.89        2.17141     
  390003.        1840.00        4589.31       0.215442E-004  0.294162E-006  0.360414E+007  0.185312E+007   8.86190        11.5053        6.35446        2385.11      -0.218582E+007   1231.30        2.16176     
  405003.        1840.00        4609.45       0.211881E-004  0.289227E-006  0.366123E+007  0.187554E+007   8.91228        11.5620        6.37879        2378.07      -0.187265E+007   1229.76        2.15232     
  420004.        1840.00        4629.33       0.208458E-004  0.284475E-006  0.371810E+007  0.189773E+007   8.96193        11.6178        6.40262        2371.16      -0.156063E+007   1228.29        2.14308     
  435004.        1840.00        4648.97       0.205164E-004  0.279896E-006  0.377478E+007  0.191970E+007   9.01088        11.6728        6.42597        2364.40      -0.124974E+007   1226.87        2.13402     
  450004.        1840.00        4668.39       0.201991E-004  0.275479E-006  0.383125E+007  0.194147E+007   9.05914        11.7268        6.44885        2357.76       -939969.        1225.50        2.12515     
  465004.        1840.00        4687.58       0.198933E-004  0.271215E-006  0.388754E+007  0.196304E+007   9.10675        11.7801        6.47129        2351.25       -631294.        1224.18        2.11645     
  480004.        1840.00        4706.55       0.195983E-004  0.267097E-006  0.394365E+007  0.198442E+007   9.15372        11.8325        6.49330        2344.87       -323698.        1222.90        2.10791     
  495004.        1840.00        4725.31       0.193135E-004  0.263117E-006  0.399957E+007  0.200560E+007   9.20008        11.8842        6.51489        2338.59       -17168.0        1221.67        2.09954     
  510004.        1840.00        4743.87       0.190383E-004  0.259266E-006  0.405533E+007  0.202660E+007   9.24584        11.9351        6.53609        2332.43        288315.        1220.48        2.09133     
  525004.        1840.00        4762.23       0.187723E-004  0.255540E-006  0.411091E+007  0.204743E+007   9.29103        11.9853        6.55690        2326.38        592765.        1219.32        2.08327     
  540004.        1840.00        4780.40       0.185149E-004  0.251930E-006  0.416634E+007  0.206807E+007   9.33565        12.0348        6.57734        2320.42        896183.        1218.20        2.07535     
  555004.        1840.00        4798.39       0.182657E-004  0.248434E-006  0.422159E+007  0.208854E+007   9.37972        12.0836        6.59741        2314.54       0.119856E+007   1217.12        2.06757     
  570004.        1840.00        4816.19       0.180245E-004  0.245042E-006  0.427672E+007  0.210886E+007   9.42331        12.1318        6.61717        2308.82       0.150005E+007   1216.07        2.05993     
  585005.        1840.00        4833.83       0.177906E-004  0.241752E-006  0.433166E+007  0.212900E+007   9.46633        12.1794        6.63655        2303.12       0.180046E+007   1215.04        2.05241     
  600005.        1840.00        4851.28       0.175639E-004  0.238558E-006  0.438650E+007  0.214900E+007   9.50891        12.2263        6.65564        2297.57       0.210000E+007   1214.05        2.04503     
  615005.        1840.00        4868.57       0.173439E-004  0.235456E-006  0.444119E+007  0.216885E+007   9.55101        12.2727        6.67442        2292.11       0.239860E+007   1213.09        2.03777     
  630005.        1840.00        4885.70       0.171303E-004  0.232443E-006  0.449574E+007  0.218854E+007   9.59262        12.3185        6.69289        2286.71       0.269622E+007   1212.15        2.03062     
  645005.        1840.00        4902.67       0.169228E-004  0.229513E-006  0.455015E+007  0.220808E+007   9.63377        12.3637        6.71106        2281.39       0.299292E+007   1211.24        2.02359     
  660005.        1840.00        4919.49       0.167212E-004  0.226664E-006  0.460443E+007  0.222748E+007   9.67449        12.4084        6.72895        2276.16       0.328872E+007   1210.35        2.01667     
  675005.        1840.00        4936.15       0.165252E-004  0.223892E-006  0.465858E+007  0.224674E+007   9.71477        12.4525        6.74656        2271.00       0.358362E+007   1209.48        2.00987     
  690005.        1840.00        4952.67       0.163346E-004  0.221194E-006  0.471261E+007  0.226586E+007   9.75464        12.4961        6.76389        2265.91       0.387763E+007   1208.64        2.00316     
  705005.        1840.00        4969.05       0.161491E-004  0.218567E-006  0.476652E+007  0.228485E+007   9.79409        12.5393        6.78097        2260.89       0.417077E+007   1207.81        1.99656     
  720005.        1840.00        4985.29       0.159685E-004  0.216008E-006  0.482030E+007  0.230371E+007   9.83313        12.5819        6.79780        2255.94       0.446304E+007   1207.01        1.99005     
  735005.        1840.00        5001.40       0.157926E-004  0.213514E-006  0.487397E+007  0.232244E+007   9.87179        12.6240        6.81438        2251.06       0.475447E+007   1206.22        1.98365     
  750006.        1840.00        5017.37       0.156213E-004  0.211082E-006  0.492753E+007  0.234104E+007   9.91007        12.6657        6.83072        2246.25       0.504505E+007   1205.46        1.97733     
  765006.        1840.00        5033.21       0.154542E-004  0.208710E-006  0.498097E+007  0.235952E+007   9.94797        12.7070        6.84682        2241.50       0.533479E+007   1204.71        1.97111     
  780006.        1840.00        5048.92       0.152914E-004  0.206397E-006  0.503431E+007  0.237787E+007   9.98552        12.7478        6.86270        2236.81       0.562373E+007   1203.98        1.96497     
  795006.        1840.00        5064.51       0.151326E-004  0.204139E-006  0.508754E+007  0.239611E+007   10.0227        12.7882        6.87836        2232.18       0.591185E+007   1203.26        1.95892     
  810006.        1840.00        5079.98       0.149776E-004  0.201934E-006  0.514066E+007  0.241423E+007   10.0595        12.8281        6.89380        2227.61       0.619917E+007   1202.56        1.95296     
  825006.        1840.00        5095.33       0.148263E-004  0.199782E-006  0.519368E+007  0.243224E+007   10.0960        12.8677        6.90903        2223.10       0.648570E+007   1201.88        1.94708     
  840006.        1840.00        5110.57       0.146786E-004  0.197679E-006  0.524660E+007  0.245014E+007   10.1322        12.9068        6.92406        2218.64       0.677145E+007   1201.21        1.94127     
  855006.        1840.00        5125.69       0.145343E-004  0.195624E-006  0.529942E+007  0.246792E+007   10.1681        12.9455        6.93888        2214.24       0.705642E+007   1200.55        1.93554     
  870006.        1840.00        5140.70       0.143934E-004  0.193615E-006  0.535215E+007  0.248560E+007   10.2036        12.9839        6.95351        2209.89       0.734064E+007   1199.90        1.92989     
  885006.        1840.00        5155.60       0.142556E-004  0.191651E-006  0.540478E+007  0.250317E+007   10.2388        13.0219        6.96795        2205.59       0.762409E+007   1199.27        1.92432     
  900006.        1840.00        5170.39       0.141209E-004  0.189730E-006  0.545731E+007  0.252063E+007   10.2737        13.0595        6.98221        2201.34       0.790680E+007   1198.65        1.91881     
  915006.        1840.00        5185.08       0.139892E-004  0.187851E-006  0.550975E+007  0.253799E+007   10.3083        13.0968        6.99628        2197.13       0.818877E+007   1198.05        1.91337     
  930007.        1840.00        5199.67       0.138604E-004  0.186012E-006  0.556210E+007  0.255525E+007   10.3426        13.1337        7.01018        2192.98       0.847001E+007   1197.45        1.90801     
  945007.        1840.00        5214.16       0.137344E-004  0.184212E-006  0.561436E+007  0.257241E+007   10.3767        13.1703        7.02390        2188.87       0.875054E+007   1196.87        1.90270     
  960007.        1840.00        5228.55       0.136110E-004  0.182450E-006  0.566653E+007  0.258948E+007   10.4104        13.2065        7.03745        2184.81       0.903034E+007   1196.29        1.89747     
  975007.        1840.00        5242.84       0.134902E-004  0.180724E-006  0.571862E+007  0.260644E+007   10.4439        13.2424        7.05084        2180.79       0.930944E+007   1195.73        1.89230     
  990007.        1840.00        5257.04       0.133720E-004  0.179034E-006  0.577062E+007  0.262331E+007   10.4771        13.2780        7.06406        2176.81       0.958784E+007   1195.18        1.88718     
 0.100501E+007   1840.00        5271.14       0.132561E-004  0.177378E-006  0.582254E+007  0.264009E+007   10.5100        13.3132        7.07713        2172.88       0.986555E+007   1194.63        1.88214     
 0.102001E+007   1840.00        5285.15       0.131427E-004  0.175755E-006  0.587437E+007  0.265678E+007   10.5427        13.3482        7.09004        2168.98       0.101426E+008   1194.10        1.87714     
 0.103501E+007   1840.00        5299.08       0.130315E-004  0.174164E-006  0.592612E+007  0.267337E+007   10.5751        13.3828        7.10280        2165.12       0.104189E+008   1193.57        1.87221     
 0.105001E+007   1840.00        5312.91       0.129225E-004  0.172604E-006  0.597780E+007  0.268988E+007   10.6073        13.4171        7.11541        2161.31       0.106946E+008   1193.05        1.86734     
 0.106501E+007   1840.00        5326.66       0.128156E-004  0.171074E-006  0.602939E+007  0.270630E+007   10.6392        13.4512        7.12787        2157.53       0.109696E+008   1192.55        1.86252     
 0.108001E+007   1840.00        5340.34       0.127108E-004  0.169576E-006  0.608085E+007  0.272267E+007   10.6708        13.4849        7.14024        2153.77       0.112439E+008   1192.05        1.85775     
 0.109501E+007   1840.00        5353.92       0.126080E-004  0.168104E-006  0.613229E+007  0.273890E+007   10.7023        13.5184        7.15241        2150.06       0.115176E+008   1191.55        1.85303     
 0.111001E+007   1840.00        5367.42       0.125072E-004  0.166659E-006  0.618366E+007  0.275505E+007   10.7335        13.5516        7.16443        2146.39       0.117907E+008   1191.07        1.84837     
 0.112501E+007   1840.00        5428.76       0.145168E-004  0.172241E-006  0.602596E+007  0.288470E+007   10.5357        13.4852        7.28954        2122.48       0.120254E+008   1200.15        1.82749     
 0.114001E+007   1840.00        5453.30       0.148411E-004  0.172235E-006  0.603187E+007  0.292884E+007   10.5171        13.4989        7.32855        2114.50       0.122862E+008   1201.50        1.81927     
 0.115501E+007   1840.00        5467.55       0.147226E-004  0.170779E-006  0.608108E+007  0.294857E+007   10.5462        13.5324        7.34361        2110.68       0.125539E+008   1200.85        1.81453     
 0.117001E+007   1840.00        5481.73       0.146065E-004  0.169351E-006  0.613020E+007  0.296819E+007   10.5750        13.5656        7.35846        2106.95       0.128210E+008   1200.22        1.80983     
 0.118501E+007   1840.00        5495.83       0.144923E-004  0.167949E-006  0.617919E+007  0.298774E+007   10.6035        13.5985        7.37319        2103.16       0.130873E+008   1199.59        1.80519     
 0.120001E+007   1840.00        5509.83       0.143802E-004  0.166571E-006  0.622820E+007  0.300718E+007   10.6319        13.6312        7.38772        2099.46       0.133531E+008   1198.97        1.80060     
 0.121501E+007   1840.00        5523.79       0.142704E-004  0.165219E-006  0.627707E+007  0.302651E+007   10.6601        13.6635        7.40206        2095.81       0.136183E+008   1198.36        1.79605     
 0.123001E+007   1840.00        5537.67       0.141625E-004  0.163891E-006  0.632586E+007  0.304574E+007   10.6880        13.6955        7.41622        2092.20       0.138828E+008   1197.77        1.79155     
 0.124501E+007   1840.00        5551.49       0.140565E-004  0.162587E-006  0.637455E+007  0.306487E+007   10.7157        13.7272        7.43021        2088.61       0.141468E+008   1197.18        1.78709     
 0.126001E+007   1840.00        5565.23       0.139525E-004  0.161306E-006  0.642317E+007  0.308390E+007   10.7432        13.7587        7.44404        2085.06       0.144101E+008   1196.60        1.78268     
 0.127501E+007   1840.00        5578.91       0.138503E-004  0.160046E-006  0.647172E+007  0.310283E+007   10.7705        13.7898        7.45769        2081.56       0.146729E+008   1196.02        1.77830     
 0.129001E+007   1840.00        5592.53       0.137499E-004  0.158809E-006  0.652018E+007  0.312167E+007   10.7976        13.8207        7.47118        2078.09       0.149350E+008   1195.46        1.77397     
 0.130501E+007   1840.00        5606.08       0.136512E-004  0.157593E-006  0.656856E+007  0.314039E+007   10.8244        13.8513        7.48449        2074.65       0.151966E+008   1194.90        1.76969     
 0.132001E+007   1840.00        5619.57       0.135543E-004  0.156398E-006  0.661685E+007  0.315902E+007   10.8511        13.8816        7.49765        2071.23       0.154575E+008   1194.35        1.76544     
 0.133501E+007   1840.00        5633.00       0.134590E-004  0.155222E-006  0.666508E+007  0.317756E+007   10.8776        13.9117        7.51064        2067.86       0.157179E+008   1193.81        1.76123     
 0.135001E+007   1840.00        5646.36       0.133653E-004  0.154066E-006  0.671323E+007  0.319600E+007   10.9039        13.9415        7.52348        2064.52       0.159778E+008   1193.28        1.75706     
 0.136501E+007   1840.00        5659.67       0.132732E-004  0.152929E-006  0.676131E+007  0.321433E+007   10.9300        13.9710        7.53616        2061.20       0.162370E+008   1192.75        1.75293     
 0.138001E+007   1840.00        5672.91       0.131826E-004  0.151810E-006  0.680931E+007  0.323258E+007   10.9559        14.0003        7.54869        2057.91       0.164957E+008   1192.23        1.74884     
 0.139501E+007   1840.00        5686.10       0.130935E-004  0.150710E-006  0.685723E+007  0.325072E+007   10.9816        14.0293        7.56105        2054.65       0.167538E+008   1191.72        1.74478     
 0.141001E+007   1840.00        5699.22       0.130058E-004  0.149627E-006  0.690509E+007  0.326876E+007   11.0072        14.0581        7.57328        2051.41       0.170113E+008   1191.21        1.74076     
 0.142501E+007   1840.00        5712.29       0.129195E-004  0.148561E-006  0.695288E+007  0.328672E+007   11.0326        14.0867        7.58536        2048.20       0.172683E+008   1190.71        1.73678     
 0.144001E+007   1840.00        5725.31       0.128347E-004  0.147512E-006  0.700060E+007  0.330458E+007   11.0578        14.1150        7.59729        2045.01       0.175247E+008   1190.22        1.73283     
 0.145501E+007   1840.00        5738.26       0.127511E-004  0.146479E-006  0.704825E+007  0.332234E+007   11.0828        14.1431        7.60907        2041.85       0.177806E+008   1189.73        1.72892     
 0.147001E+007   1840.00        5751.17       0.126689E-004  0.145462E-006  0.709582E+007  0.334001E+007   11.1077        14.1709        7.62071        2038.70       0.180359E+008   1189.24        1.72504     
 0.148501E+007   1840.00        5764.01       0.125879E-004  0.144460E-006  0.714334E+007  0.335759E+007   11.1324        14.1985        7.63223        2035.58       0.182907E+008   1188.77        1.72120     
 0.150001E+007   1840.00        5776.80       0.125081E-004  0.143474E-006  0.719080E+007  0.337509E+007   11.1569        14.2259        7.64362        2032.47       0.185449E+008   1188.30        1.71739     
  1.00000        1880.00        3100.17       0.492713E-004  0.133655E-005   841836.        500707.        5.21100        6.97776        4.01883        2748.76      -0.115518E+008   1291.24        3.20015     
  15001.1        1880.00        3214.21       0.431889E-004  0.111229E-005   982384.        571091.        5.52845        7.36574        4.21518        2734.24      -0.111071E+008   1273.35        3.08661     
  30001.2        1880.00        3281.50       0.378092E-004  0.969889E-006  0.111332E+007   608108.        5.82471        7.65740        4.30481        2710.59      -0.106890E+008   1259.08        3.02331     
  45001.3        1880.00        3344.65       0.342848E-004  0.867538E-006  0.123687E+007   645493.        6.08117        7.91915        4.39309        2688.06      -0.102791E+008   1250.13        2.96623     
  60001.4        1880.00        3390.68       0.316939E-004  0.809578E-006  0.131673E+007   670152.        6.23169        8.07383        4.44573        2672.14      -0.986371E+007   1242.46        2.92597     
  75001.4        1880.00        3433.86       0.295211E-004  0.760816E-006  0.139340E+007   693356.        6.37011        8.21587        4.49352        2657.87      -0.945101E+007   1236.11        2.88917     
  90001.5        1880.00        3475.88       0.276405E-004  0.718157E-006  0.146927E+007   715841.        6.50158        8.35045        4.53812        2645.46      -0.904015E+007   1230.69        2.85424     
  105002.        1880.00        3518.43       0.259803E-004  0.679328E-006  0.154722E+007   738762.        6.63134        8.48355        4.58224        2634.21      -0.863224E+007   1226.02        2.81972     
  120002.        1880.00        3562.19       0.245027E-004  0.643463E-006  0.162816E+007   762914.        6.76068        8.61758        4.62785        2623.87      -0.822789E+007   1221.96        2.78508     
  135002.        1880.00        3608.38       0.231781E-004  0.609588E-006  0.171402E+007   789877.        6.89211        8.75716        4.67868        2613.95      -0.782808E+007   1218.42        2.74943     
  150002.        1880.00        3760.86       0.235795E-004  0.519000E-006  0.201859E+007   959985.        7.32623        9.36525        5.05229        2583.81      -0.747979E+007   1225.78        2.63796     
  165002.        1880.00        3805.26       0.226089E-004  0.494817E-006  0.211031E+007   997222.        7.44700        9.50787        5.11922        2574.98      -0.709984E+007   1222.80        2.60718     
  180002.        1880.00        3837.41       0.217856E-004  0.477839E-006  0.218040E+007  0.102115E+007   7.53787        9.60729        5.15853        2566.30      -0.672380E+007   1220.15        2.58533     
  195002.        1880.00        3912.66       0.192652E-004  0.443446E-006  0.233364E+007  0.110443E+007   7.72291        9.86303        5.31292        2539.52      -0.638639E+007   1210.88        2.53561     
  210002.        1880.00        3947.51       0.189142E-004  0.429823E-006  0.240773E+007  0.113131E+007   7.80984        9.96019        5.35340        2530.71      -0.602121E+007   1210.68        2.51323     
  225002.        1880.00        3980.81       0.185725E-004  0.417231E-006  0.248020E+007  0.115747E+007   7.89327        10.0535        5.39223        2521.76      -0.565967E+007   1210.37        2.49221     
  240002.        1880.00        4252.30       0.241605E-004  0.379862E-006  0.281682E+007  0.142905E+007   8.13894        10.5381        5.79711        2509.32      -0.531749E+007   1242.35        2.33309     
  255003.        1880.00        4304.99       0.241977E-004  0.365957E-006  0.292610E+007  0.149833E+007   8.24438        10.6947        5.89953        2494.29      -0.499582E+007   1243.32        2.30453     
  270003.        1880.00        4350.35       0.241184E-004  0.354055E-006  0.302468E+007  0.155865E+007   8.33830        10.8304        5.98566        2481.26      -0.467430E+007   1243.53        2.28051     
