|6.6.6
/home/bob/software/Perple_X/example_23/in23_1.tab                                                   
           2
P(bar)  
   1.0000000000000000     
   999.99599999999998     
         251
T(K)    
   1400.0000000000000     
   100.00000000000000     
           7
          12
rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  3924.770      0.1920263E-04  0.4393234E-06   2357412.       1109561.       7.750160       9.887329       5.317022       2545.706      -6208108.       1211.314       129.1550    
  3926.493      0.1916046E-04  0.4385163E-06   2361511.       1110692.       7.755191       9.892378       5.318563       2545.217      -6183563.       1211.180       129.0983    
  3928.214      0.1911849E-04  0.4377126E-06   2365607.       1111821.       7.760214       9.897418       5.320100       2544.730      -6159026.       1211.047       129.0418    
  3929.932      0.1907672E-04  0.4369123E-06   2369701.       1112948.       7.765229       9.902449       5.321634       2544.244      -6134499.       1210.915       128.9854    
  3931.648      0.1903514E-04  0.4361153E-06   2373794.       1114075.       7.770235       9.907471       5.323164       2543.759      -6109980.       1210.784       128.9291    
  3933.361      0.1899376E-04  0.4353217E-06   2377884.       1115199.       7.775233       9.912484       5.324690       2543.275      -6085469.       1210.653       128.8729    
  3935.072      0.1895257E-04  0.4345314E-06   2381973.       1116322.       7.780223       9.917488       5.326212       2542.793      -6060968.       1210.522       128.8169    
  3936.781      0.1891157E-04  0.4337444E-06   2386060.       1117444.       7.785204       9.922484       5.327730       2542.312      -6036475.       1210.393       128.7610    
  3938.488      0.1887077E-04  0.4329606E-06   2390144.       1118564.       7.790177       9.927470       5.329245       2541.832      -6011991.       1210.264       128.7052    
  3940.192      0.1883015E-04  0.4321801E-06   2394227.       1119683.       7.795142       9.932448       5.330756       2541.354      -5987515.       1210.136       128.6495    
  3941.893      0.1878972E-04  0.4314028E-06   2398308.       1120800.       7.800098       9.937417       5.332264       2540.877      -5963048.       1210.008       128.5940    
  3943.593      0.1874947E-04  0.4306287E-06   2402387.       1121916.       7.805046       9.942377       5.333768       2540.401      -5938589.       1209.881       128.5386    
  3945.290      0.1870941E-04  0.4298578E-06   2406465.       1123030.       7.809987       9.947328       5.335268       2539.926      -5914139.       1209.755       128.4833    
  3959.127      0.1903906E-04  0.4269366E-06   2427669.       1137752.       7.830599       9.981728       5.360733       2536.993      -5894660.       1212.000       128.0342    
  3960.816      0.1899918E-04  0.4261788E-06   2431746.       1138894.       7.835501       9.986680       5.362278       2536.513      -5870320.       1211.872       127.9796    
  3962.503      0.1895948E-04  0.4254241E-06   2435822.       1140034.       7.840395       9.991624       5.363820       2536.034      -5845988.       1211.744       127.9252    
  3964.187      0.1891996E-04  0.4246724E-06   2439896.       1141173.       7.845282       9.996559       5.365358       2535.556      -5821665.       1211.617       127.8708    
  3965.870      0.1888061E-04  0.4239238E-06   2443968.       1142311.       7.850160       10.00149       5.366892       2535.080      -5797350.       1211.491       127.8165    
  3967.550      0.1884144E-04  0.4231781E-06   2448038.       1143446.       7.855030       10.00640       5.368423       2534.604      -5773044.       1211.365       127.7624    
  3969.228      0.1880245E-04  0.4224355E-06   2452106.       1144581.       7.859893       10.01131       5.369950       2534.130      -5748746.       1211.240       127.7084    
  3970.903      0.1876363E-04  0.4216959E-06   2456173.       1145714.       7.864748       10.01622       5.371474       2533.657      -5724457.       1211.116       127.6545    
  3972.577      0.1872499E-04  0.4209592E-06   2460237.       1146846.       7.869595       10.02111       5.372994       2533.185      -5700176.       1210.992       127.6007    
  3974.248      0.1868652E-04  0.4202255E-06   2464300.       1147976.       7.874434       10.02599       5.374511       2532.714      -5675903.       1210.869       127.5471    
  4009.758      0.1936340E-04  0.4126895E-06   2520971.       1195681.       7.929117       10.13064       5.460702       2522.703      -5669687.       1215.323       126.4175    
  4011.412      0.1932497E-04  0.4119829E-06   2525038.       1196843.       7.933874       10.13546       5.462229       2522.221      -5645670.       1215.195       126.3654    
  4013.063      0.1928670E-04  0.4112791E-06   2529103.       1198004.       7.938625       10.14028       5.463753       2521.740      -5621660.       1215.066       126.3134    
  4014.713      0.1924860E-04  0.4105780E-06   2533167.       1199163.       7.943367       10.14508       5.465273       2521.260      -5597659.       1214.939       126.2615    
  4016.360      0.1921067E-04  0.4098796E-06   2537228.       1200321.       7.948103       10.14988       5.466790       2520.781      -5573666.       1214.812       126.2097    
  4018.005      0.1917289E-04  0.4091840E-06   2541288.       1201477.       7.952831       10.15467       5.468303       2520.303      -5549681.       1214.686       126.1581    
  4019.648      0.1913528E-04  0.4084911E-06   2545346.       1202632.       7.957551       10.15945       5.469813       2519.827      -5525703.       1214.560       126.1065    
  4021.289      0.1909783E-04  0.4078008E-06   2549403.       1203786.       7.962264       10.16422       5.471319       2519.351      -5501734.       1214.435       126.0550    
  4022.928      0.1906054E-04  0.4071133E-06   2553458.       1204938.       7.966971       10.16899       5.472822       2518.877      -5477773.       1214.310       126.0037    
  4024.565      0.1902341E-04  0.4064283E-06   2557511.       1206089.       7.971669       10.17375       5.474321       2518.404      -5453820.       1214.186       125.9525    
  4264.850      0.2495286E-04  0.3792734E-06   2832752.       1468551.       8.149902       10.59871       5.868035       2514.596      -5438319.       1246.946       118.8562    
  4266.466      0.2491357E-04  0.3786813E-06   2836772.       1470118.       8.154138       10.60346       5.870052       2514.012      -5415986.       1246.782       118.8112    
  4268.081      0.2487442E-04  0.3780914E-06   2840790.       1471684.       8.158367       10.60820       5.872065       2513.428      -5393661.       1246.619       118.7662    
  4269.694      0.2483542E-04  0.3775037E-06   2844806.       1473247.       8.162590       10.61293       5.874075       2512.846      -5371342.       1246.456       118.7213    
  4283.354      0.2504727E-04  0.3746141E-06   2869583.       1494910.       8.184976       10.65494       5.907660       2509.557      -5354200.       1247.683       118.3427    
  4284.958      0.2500843E-04  0.3740376E-06   2873595.       1496487.       8.189163       10.65964       5.909670       2508.973      -5331968.       1247.519       118.2984    
  4286.560      0.2496974E-04  0.3734632E-06   2877605.       1498063.       8.193344       10.66434       5.911675       2508.390      -5309743.       1247.356       118.2542    
  4288.160      0.2493120E-04  0.3728908E-06   2881614.       1499637.       8.197519       10.66902       5.913676       2507.808      -5287524.       1247.194       118.2101    
  4289.758      0.2489280E-04  0.3723205E-06   2885621.       1501209.       8.201689       10.67370       5.915674       2507.227      -5265312.       1247.032       118.1661    
  4291.354      0.2485454E-04  0.3717522E-06   2889627.       1502780.       8.205853       10.67838       5.917668       2506.647      -5243107.       1246.871       118.1221    
  4292.948      0.2481642E-04  0.3711859E-06   2893631.       1504350.       8.210011       10.68304       5.919658       2506.068      -5220908.       1246.710       118.0782    
  4294.541      0.2477845E-04  0.3706216E-06   2897633.       1505918.       8.214163       10.68770       5.921644       2505.491      -5198716.       1246.550       118.0345    
  4296.132      0.2474061E-04  0.3700593E-06   2901634.       1507485.       8.218310       10.69235       5.923627       2504.914      -5176530.       1246.391       117.9907    
  4297.721      0.2470292E-04  0.3694990E-06   2905633.       1509050.       8.222451       10.69700       5.925605       2504.339      -5154351.       1246.232       117.9471    
  4316.140      0.2501443E-04  0.3657550E-06   2939474.       1539430.       8.252529       10.75453       5.972170       2500.952      -5137852.       1247.995       117.4438    
  4317.718      0.2497683E-04  0.3652081E-06   2943469.       1541016.       8.256626       10.75915       5.974155       2500.373      -5115788.       1247.835       117.4009    
  4319.294      0.2493935E-04  0.3646631E-06   2947462.       1542601.       8.260717       10.76375       5.976136       2499.795      -5093730.       1247.675       117.3580    
  3115.269      0.6209949E-04  0.1600528E-05   741671.7       247223.9       4.879306       5.864197       2.817069       2836.163     -0.1137333E+08   1331.855       162.7159    
  3120.189      0.6079443E-04  0.1571783E-05   750843.2       524431.5       4.905510       6.817204       4.099717       2834.192     -0.1134520E+08   1327.849       162.4593    
  3125.054      0.5955789E-04  0.1544203E-05   760079.7       526503.9       4.931747       6.840023       4.104611       2832.265     -0.1131703E+08   1324.100       162.2064    
  3134.865      0.5687220E-04  0.1466508E-05   792003.3       531941.0       5.026365       6.920193       4.119289       2828.562     -0.1129248E+08   1317.569       161.6987    
  3139.431      0.5588525E-04  0.1444590E-05   800505.9       533928.5       5.049598       6.940797       4.123976       2826.765     -0.1126420E+08   1314.555       161.4636    
  3143.937      0.5494936E-04  0.1423787E-05   808878.0       535895.5       5.072296       6.960987       4.128604       2825.002     -0.1123590E+08   1311.700       161.2322    
  3148.385      0.5405973E-04  0.1403998E-05   817128.3       537843.1       5.094496       6.980789       4.133176       2823.269     -0.1120758E+08   1308.988       161.0044    
  3152.778      0.5321223E-04  0.1385130E-05   825265.6       539772.0       5.116231       7.000227       4.137695       2821.567     -0.1117924E+08   1306.407       160.7800    
  3159.582      0.5178528E-04  0.1342686E-05   846253.7       543790.4       5.175299       7.052056       4.148594       2819.046     -0.1115261E+08   1302.995       160.4338    
  3163.802      0.5105801E-04  0.1326556E-05   853945.6       545669.4       5.195298       7.070183       4.152983       2817.420     -0.1112423E+08   1300.767       160.2198    
  3167.977      0.5036031E-04  0.1311071E-05   861549.0       547533.1       5.214936       7.088022       4.157327       2815.818     -0.1109585E+08   1298.631       160.0087    
  3172.109      0.4968995E-04  0.1296181E-05   869069.9       549382.2       5.234236       7.105590       4.161628       2814.240     -0.1106746E+08   1296.580       159.8002    
  3176.201      0.4904496E-04  0.1281847E-05   876511.6       551217.1       5.253211       7.122900       4.165886       2812.685     -0.1103907E+08   1294.609       159.5944    
  3180.060      0.4844259E-04  0.1268999E-05   883267.4       552930.8       5.270217       7.138517       4.169824       2811.315     -0.1101034E+08   1292.731       159.4007    
  3184.077      0.4784158E-04  0.1255618E-05   890575.6       554739.9       5.288636       7.155377       4.174005       2809.802     -0.1098194E+08   1290.899       159.1996    
  3188.057      0.4726125E-04  0.1242689E-05   897816.2       556536.3       5.306775       7.172012       4.178147       2808.310     -0.1095353E+08   1289.131       159.0009    
  3192.001      0.4670027E-04  0.1230183E-05   904992.9       558320.4       5.324650       7.188432       4.182253       2806.837     -0.1092513E+08   1287.423       158.8044    
  3197.728      0.4588714E-04  0.1202228E-05   922907.7       562115.0       5.372277       7.231837       4.192681       2804.614     -0.1089834E+08   1285.718       158.5200    
  3201.557      0.4538751E-04  0.1191142E-05   929766.2       563867.1       5.388976       7.247352       4.196699       2803.188     -0.1086994E+08   1284.186       158.3304    
  3205.355      0.4490262E-04  0.1180375E-05   936573.0       565608.5       5.405461       7.262690       4.200683       2801.779     -0.1084154E+08   1282.700       158.1428    
  3209.124      0.4443167E-04  0.1169911E-05   943330.0       567339.5       5.421739       7.277856       4.204635       2800.386     -0.1081315E+08   1281.259       157.9571    
  3212.864      0.4397392E-04  0.1159733E-05   950039.5       569060.5       5.437818       7.292858       4.208555       2799.010     -0.1078476E+08   1279.859       157.7732    
  3217.125      0.4347368E-04  0.1144808E-05   960575.3       571584.6       5.464265       7.317611       4.215084       2797.424     -0.1075682E+08   1278.614       157.5642    
  3220.795      0.4304815E-04  0.1135358E-05   967123.1       573283.9       5.479732       7.332126       4.218940       2796.080     -0.1072844E+08   1277.310       157.3847    
  3224.439      0.4263356E-04  0.1126144E-05   973630.0       574974.1       5.495028       7.346496       4.222766       2794.751     -0.1070007E+08   1276.041       157.2068    
  3228.058      0.4222937E-04  0.1117155E-05   980097.4       576655.2       5.510157       7.360726       4.226564       2793.436     -0.1067170E+08   1274.806       157.0306    
  3231.652      0.4183512E-04  0.1108380E-05   986527.0       578327.7       5.525126       7.374822       4.230334       2792.134     -0.1064334E+08   1273.601       156.8559    
  3235.303      0.4145657E-04  0.1100330E-05   992494.4       579895.6       5.538684       7.387536       4.233674       2790.655     -0.1061537E+08   1272.409       156.6789    
  3238.851      0.4108003E-04  0.1091936E-05   998860.0       581550.7       5.553373       7.401390       4.237389       2789.381     -0.1058703E+08   1271.263       156.5073    
  3242.376      0.4071221E-04  0.1083731E-05   1005191.       583197.6       5.567916       7.415120       4.241077       2788.119     -0.1055870E+08   1270.144       156.3371    
  3245.879      0.4035274E-04  0.1075706E-05   1011490.       584836.4       5.582318       7.428730       4.244740       2786.869     -0.1053037E+08   1269.051       156.1684    
  3249.359      0.4000129E-04  0.1067854E-05   1017756.       586467.4       5.596583       7.442223       4.248377       2785.632     -0.1050205E+08   1267.985       156.0011    
  3252.993      0.3966339E-04  0.1059720E-05   1024438.       588216.2       5.611788       7.456669       4.252330       2784.191     -0.1047418E+08   1266.989       155.8269    
  3256.429      0.3932761E-04  0.1052211E-05   1030634.       589831.3       5.625763       7.469916       4.255916       2782.978     -0.1044588E+08   1265.972       155.6625    
  3259.846      0.3899891E-04  0.1044855E-05   1036801.       591439.1       5.639613       7.483055       4.259479       2781.776     -0.1041759E+08   1264.977       155.4993    
  3263.242      0.3867702E-04  0.1037645E-05   1042940.       593039.5       5.653340       7.496090       4.263018       2780.585     -0.1038931E+08   1264.004       155.3375    
  3266.618      0.3836168E-04  0.1030577E-05   1049052.       594632.9       5.666950       7.509022       4.266535       2779.405     -0.1036104E+08   1263.052       155.1769    
  3283.569      0.3761812E-04  0.9968697E-06   1087673.       604169.4       5.755409       7.593271       4.289496       2773.177     -0.1034295E+08   1262.027       154.3759    
  3286.834      0.3733347E-04  0.9905439E-06   1093589.       605746.6       5.768171       7.605554       4.292958       2772.036     -0.1031479E+08   1261.161       154.2225    
  3290.081      0.3705412E-04  0.9843318E-06   1099480.       607317.3       5.780832       7.617747       4.296398       2770.905     -0.1028664E+08   1260.312       154.0703    
  3293.311      0.3677991E-04  0.9782293E-06   1105348.       608881.6       5.793396       7.629855       4.299818       2769.784     -0.1025851E+08   1259.479       153.9192    
  3296.524      0.3651065E-04  0.9722331E-06   1111194.       610439.6       5.805864       7.641878       4.303217       2768.672     -0.1023038E+08   1258.662       153.7692    
  3299.721      0.3624619E-04  0.9663397E-06   1117018.       611991.4       5.818239       7.653817       4.306595       2767.569     -0.1020227E+08   1257.861       153.6202    
  3302.901      0.3598639E-04  0.9605458E-06   1122821.       613537.1       5.830523       7.665676       4.309954       2766.475     -0.1017416E+08   1257.075       153.4723    
  3306.066      0.3573108E-04  0.9548483E-06   1128603.       615076.8       5.842717       7.677456       4.313292       2765.389     -0.1014607E+08   1256.303       153.3254    
  3309.215      0.3548015E-04  0.9492443E-06   1134365.       616610.6       5.854824       7.689158       4.316612       2764.313     -0.1011799E+08   1255.545       153.1795    
  3312.349      0.3523345E-04  0.9437309E-06   1140107.       618138.5       5.866846       7.700784       4.319912       2763.245     -0.1008992E+08   1254.801       153.0346    
  3315.467      0.3499086E-04  0.9383056E-06   1145829.       619660.8       5.878785       7.712335       4.323193       2762.186     -0.1006187E+08   1254.070       152.8906    
  3318.570      0.3475226E-04  0.9329657E-06   1151533.       621177.4       5.890642       7.723813       4.326456       2761.134     -0.1003382E+08   1253.352       152.7476    
  3321.659      0.3451753E-04  0.9277088E-06   1157218.       622688.4       5.902418       7.735219       4.329701       2760.091     -0.1000579E+08   1252.646       152.6056    
  3324.734      0.3428657E-04  0.9225325E-06   1162885.       624194.0       5.914117       7.746556       4.332927       2759.056      -9977768.       1251.953       152.4645    
  3327.794      0.3405926E-04  0.9174346E-06   1168534.       625694.2       5.925739       7.757823       4.336136       2758.029      -9949759.       1251.271       152.3243    
  3330.840      0.3383552E-04  0.9124129E-06   1174166.       627189.0       5.937286       7.769022       4.339327       2757.009      -9921762.       1250.601       152.1850    
  3333.872      0.3361524E-04  0.9074654E-06   1179782.       628678.5       5.948759       7.780155       4.342500       2755.997      -9893778.       1249.942       152.0466    
  3336.890      0.3339832E-04  0.9025901E-06   1185380.       630162.9       5.960159       7.791222       4.345657       2754.992      -9865805.       1249.293       151.9090    
  3339.896      0.3318469E-04  0.8977851E-06   1190963.       631642.2       5.971489       7.802226       4.348797       2753.995      -9837845.       1248.655       151.7723    
  3342.888      0.3297425E-04  0.8930486E-06   1196529.       633116.4       5.982749       7.813166       4.351920       2753.005      -9809898.       1248.028       151.6365    
  3345.866      0.3276692E-04  0.8883788E-06   1202080.       634585.7       5.993940       7.824044       4.355027       2752.022      -9781963.       1247.410       151.5015    
  3348.832      0.3256263E-04  0.8837740E-06   1207616.       636050.0       6.005065       7.834862       4.358117       2751.046      -9754040.       1246.802       151.3673    
  3351.786      0.3236129E-04  0.8792326E-06   1213137.       637509.5       6.016124       7.845619       4.361192       2750.078      -9726130.       1246.204       151.2339    
  3354.726      0.3216283E-04  0.8747530E-06   1218643.       638964.2       6.027118       7.856318       4.364251       2749.115      -9698233.       1245.614       151.1014    
  3377.770      0.3176560E-04  0.8429412E-06   1269491.       653085.2       6.130554       7.960115       4.397135       2740.030      -9687968.       1245.861       150.0705    
  3380.612      0.3158602E-04  0.8389600E-06   1274793.       654530.3       6.140760       7.970194       4.400147       2739.093      -9660250.       1245.318       149.9444    
  3383.443      0.3140880E-04  0.8350286E-06   1280082.       655971.0       6.150911       7.980222       4.403144       2738.161      -9632545.       1244.784       149.8189    
  3386.263      0.3123389E-04  0.8311458E-06   1285359.       657407.3       6.161009       7.990200       4.406126       2737.236      -9604852.       1244.257       149.6942    
  3389.072      0.3106125E-04  0.8273107E-06   1290623.       658839.2       6.171053       8.000128       4.409094       2736.317      -9577172.       1243.737       149.5701    
  3391.870      0.3089082E-04  0.8235221E-06   1295875.       660266.8       6.181046       8.010007       4.412047       2735.403      -9549505.       1243.225       149.4467    
  3394.658      0.3072255E-04  0.8197791E-06   1301116.       661690.2       6.190987       8.019838       4.414986       2734.495      -9521851.       1242.719       149.3239    
  3397.436      0.3055640E-04  0.8160806E-06   1306345.       663109.4       6.200878       8.029621       4.417911       2733.593      -9494209.       1242.220       149.2019    
  3400.204      0.3039233E-04  0.8124257E-06   1311562.       664524.5       6.210720       8.039357       4.420822       2732.696      -9466581.       1241.729       149.0804    
  3402.961      0.3023027E-04  0.8088136E-06   1316768.       665935.4       6.220512       8.049047       4.423719       2731.805      -9438965.       1241.243       148.9596    
  3405.708      0.3007021E-04  0.8052433E-06   1321963.       667342.3       6.230256       8.058692       4.426603       2730.920      -9411362.       1240.764       148.8395    
  3408.446      0.2991209E-04  0.8017139E-06   1327147.       668745.2       6.239953       8.068292       4.429474       2730.039      -9383772.       1240.292       148.7199    
  3411.174      0.2975587E-04  0.7982247E-06   1332320.       670144.0       6.249603       8.077847       4.432331       2729.165      -9356195.       1239.826       148.6010    
  3413.892      0.2960152E-04  0.7947748E-06   1337483.       671539.0       6.259207       8.087359       4.435175       2728.295      -9328631.       1239.365       148.4827    
  3416.600      0.2944899E-04  0.7913634E-06   1342635.       672930.0       6.268765       8.096827       4.438006       2727.430      -9301079.       1238.911       148.3650    
  3419.299      0.2929826E-04  0.7879899E-06   1347778.       674317.2       6.278278       8.106253       4.440824       2726.571      -9273541.       1238.462       148.2479    
  3421.989      0.2914928E-04  0.7846534E-06   1352910.       675700.6       6.287747       8.115637       4.443629       2725.717      -9246015.       1238.019       148.1313    
  3424.669      0.2900202E-04  0.7813531E-06   1358032.       677080.1       6.297173       8.124979       4.446422       2724.867      -9218503.       1237.582       148.0154    
  3427.341      0.2885645E-04  0.7780886E-06   1363144.       678456.0       6.306556       8.134280       4.449203       2724.023      -9191003.       1237.150       147.9000    
  3430.003      0.2871254E-04  0.7748590E-06   1368247.       679828.1       6.315896       8.143541       4.451971       2723.183      -9163517.       1236.723       147.7852    
  3432.656      0.2857025E-04  0.7716637E-06   1373340.       681196.6       6.325194       8.152762       4.454727       2722.349      -9136043.       1236.302       147.6710    
  3435.301      0.2842955E-04  0.7685020E-06   1378424.       682561.4       6.334451       8.161944       4.457471       2721.519      -9108582.       1235.886       147.5573    
  3437.936      0.2829041E-04  0.7653734E-06   1383498.       683922.6       6.343667       8.171086       4.460203       2720.694      -9081134.       1235.474       147.4442    
  3440.563      0.2815281E-04  0.7622772E-06   1388563.       685280.3       6.352843       8.180190       4.462923       2719.873      -9053700.       1235.068       147.3316    
  3443.182      0.2801672E-04  0.7592129E-06   1393620.       686634.4       6.361979       8.189256       4.465631       2719.057      -9026278.       1234.667       147.2196    
  3445.791      0.2788210E-04  0.7561799E-06   1398668.       687985.1       6.371076       8.198285       4.468328       2718.246      -8998869.       1234.270       147.1081    
  3448.393      0.2774894E-04  0.7531776E-06   1403706.       689332.3       6.380134       8.207276       4.471013       2717.439      -8971473.       1233.878       146.9971    
  3450.986      0.2761719E-04  0.7502055E-06   1408737.       690676.0       6.389154       8.216231       4.473687       2716.636      -8944090.       1233.491       146.8867    
  3453.571      0.2748685E-04  0.7472630E-06   1413758.       692016.3       6.398135       8.225149       4.476350       2715.838      -8916720.       1233.108       146.7767    
  3456.147      0.2735789E-04  0.7443497E-06   1418772.       693353.3       6.407080       8.234032       4.479001       2715.044      -8889362.       1232.729       146.6673    
  3458.716      0.2723027E-04  0.7414650E-06   1423777.       694686.9       6.415988       8.242879       4.481641       2714.255      -8862018.       1232.355       146.5584    
  3461.276      0.2710399E-04  0.7386084E-06   1428774.       696017.2       6.424859       8.251691       4.484271       2713.470      -8834687.       1231.985       146.4500    
  3463.829      0.2697901E-04  0.7357795E-06   1433763.       697344.2       6.433694       8.260468       4.486890       2712.689      -8807368.       1231.619       146.3420    
  3466.374      0.2685531E-04  0.7329779E-06   1438744.       698668.0       6.442494       8.269211       4.489498       2711.912      -8780063.       1231.258       146.2346    
  3468.911      0.2673287E-04  0.7302030E-06   1443717.       699988.6       6.451259       8.277920       4.492095       2711.139      -8752770.       1230.900       146.1277    
  3471.440      0.2661167E-04  0.7274544E-06   1448682.       701305.9       6.459988       8.286596       4.494682       2710.371      -8725491.       1230.546       146.0212    
  3473.961      0.2649169E-04  0.7247317E-06   1453640.       702620.1       6.468684       8.295238       4.497258       2709.606      -8698224.       1230.197       145.9152    
  3476.475      0.2637290E-04  0.7220345E-06   1458590.       703931.1       6.477345       8.303848       4.499824       2708.846      -8670970.       1229.851       145.8097    
  3495.665      0.2640296E-04  0.7067568E-06   1493117.       716524.6       6.535548       8.369194       4.527418       2707.850      -8644006.       1230.640       145.0092    
  3498.133      0.2629149E-04  0.7042680E-06   1497913.       717834.6       6.543727       8.377412       4.529957       2707.096      -8616916.       1230.310       144.9070    
  3500.593      0.2618108E-04  0.7018008E-06   1502702.       719141.7       6.551875       8.385601       4.532486       2706.347      -8589839.       1229.983       144.8051    
  3503.046      0.2607169E-04  0.6993551E-06   1507484.       720445.7       6.559995       8.393761       4.535004       2705.601      -8562775.       1229.659       144.7037    
  3505.492      0.2596332E-04  0.6969306E-06   1512261.       721746.9       6.568085       8.401892       4.537514       2704.858      -8535723.       1229.339       144.6027    
  3507.932      0.2585595E-04  0.6945268E-06   1517030.       723045.1       6.576147       8.409994       4.540013       2704.119      -8508684.       1229.022       144.5022    
  3510.365      0.2574956E-04  0.6921435E-06   1521794.       724340.4       6.584181       8.418068       4.542503       2703.384      -8481658.       1228.709       144.4020    
  3512.792      0.2564415E-04  0.6897804E-06   1526551.       725632.8       6.592186       8.426115       4.544983       2702.652      -8454644.       1228.398       144.3023    
  3515.211      0.2553968E-04  0.6874372E-06   1531302.       726922.4       6.600163       8.434133       4.547454       2701.924      -8427643.       1228.090       144.2029    
  3517.625      0.2543616E-04  0.6851136E-06   1536047.       728209.1       6.608113       8.442124       4.549915       2701.199      -8400655.       1227.786       144.1040    
  3520.031      0.2533357E-04  0.6828093E-06   1540785.       729493.1       6.616035       8.450088       4.552368       2700.478      -8373679.       1227.484       144.0055    
  3522.432      0.2523188E-04  0.6805241E-06   1545518.       730774.2       6.623931       8.458025       4.554811       2699.760      -8346716.       1227.186       143.9073    
  3524.825      0.2513110E-04  0.6782577E-06   1550245.       732052.6       6.631799       8.465935       4.557244       2699.045      -8319766.       1226.890       143.8096    
  3527.213      0.2503121E-04  0.6760098E-06   1554966.       733328.2       6.639641       8.473819       4.559669       2698.334      -8292828.       1226.597       143.7123    
  3529.594      0.2493219E-04  0.6737802E-06   1559681.       734601.0       6.647457       8.481677       4.562085       2697.626      -8265903.       1226.307       143.6153    
  3531.969      0.2483403E-04  0.6715686E-06   1564391.       735871.2       6.655247       8.489509       4.564492       2696.921      -8238990.       1226.020       143.5187    
  3534.338      0.2473672E-04  0.6693747E-06   1569095.       737138.7       6.663011       8.497315       4.566890       2696.219      -8212090.       1225.736       143.4225    
  3536.701      0.2464024E-04  0.6671984E-06   1573793.       738403.5       6.670749       8.505095       4.569279       2695.521      -8185202.       1225.454       143.3267    
  3539.058      0.2454460E-04  0.6650394E-06   1578485.       739665.6       6.678462       8.512850       4.571660       2694.826      -8158327.       1225.175       143.2313    
  3554.631      0.2466471E-04  0.6547487E-06   1605670.       750865.1       6.720954       8.563643       4.596038       2694.975      -8129517.       1226.019       142.6037    
  3556.956      0.2457374E-04  0.6527262E-06   1610231.       752129.8       6.728293       8.571096       4.598404       2694.282      -8102778.       1225.749       142.5106    
  3559.275      0.2448352E-04  0.6507188E-06   1614788.       753392.1       6.735610       8.578527       4.600762       2693.593      -8076052.       1225.482       142.4177    
  3561.588      0.2439402E-04  0.6487264E-06   1619339.       754651.8       6.742905       8.585935       4.603111       2692.906      -8049339.       1225.217       142.3252    
  3563.896      0.2430524E-04  0.6467486E-06   1623886.       755909.0       6.750178       8.593320       4.605452       2692.223      -8022638.       1224.954       142.2330    
  3566.396      0.2422173E-04  0.6446544E-06   1628805.       757381.1       6.758023       8.601531       4.608318       2691.664      -7995704.       1224.716       142.1333    
  3568.693      0.2413441E-04  0.6427074E-06   1633339.       758633.5       6.765247       8.608867       4.610642       2690.986      -7969029.       1224.458       142.0419    
  3570.984      0.2404778E-04  0.6407746E-06   1637869.       759883.6       6.772448       8.616181       4.612959       2690.311      -7942367.       1224.202       141.9507    
  3573.269      0.2396183E-04  0.6388558E-06   1642395.       761131.1       6.779629       8.623473       4.615267       2689.639      -7915716.       1223.949       141.8599    
  3575.549      0.2387656E-04  0.6369508E-06   1646916.       762376.2       6.786789       8.630744       4.617568       2688.970      -7889078.       1223.697       141.7695    
  3589.632      0.2401168E-04  0.6285540E-06   1670945.       772766.8       6.822697       8.674841       4.639800       2688.685      -7861730.       1224.486       141.2133    
  3591.886      0.2393007E-04  0.6267571E-06   1675348.       774014.6       6.829538       8.681852       4.642088       2688.017      -7835216.       1224.242       141.1247    
  3594.134      0.2384906E-04  0.6249724E-06   1679748.       775260.1       6.836360       8.688844       4.644367       2687.352      -7808714.       1223.999       141.0364    
  3596.378      0.2376865E-04  0.6231997E-06   1684144.       776503.2       6.843163       8.695816       4.646639       2686.690      -7782224.       1223.759       140.9484    
  3598.617      0.2368884E-04  0.6214390E-06   1688535.       777744.0       6.849948       8.702769       4.648904       2686.030      -7755747.       1223.521       140.8607    
  3608.222      0.2364298E-04  0.6154813E-06   1705327.       784835.8       6.874755       8.732926       4.663830       2685.521      -7729068.       1223.568       140.4857    
  3610.441      0.2356555E-04  0.6137857E-06   1709663.       786074.7       6.881374       8.739737       4.666076       2684.867      -7702670.       1223.335       140.3994    
  3612.655      0.2348867E-04  0.6121012E-06   1713996.       787311.4       6.887976       8.746528       4.668314       2684.215      -7676284.       1223.105       140.3134    
  3614.864      0.2341234E-04  0.6104275E-06   1718325.       788545.9       6.894562       8.753302       4.670545       2683.566      -7649910.       1222.876       140.2276    
  3617.068      0.2333655E-04  0.6087647E-06   1722650.       789778.0       6.901130       8.760057       4.672768       2682.920      -7623548.       1222.648       140.1422    
  3623.981      0.2321547E-04  0.6042556E-06   1735230.       795277.2       6.919672       8.783032       4.684533       2682.466      -7596853.       1222.376       139.8748    
  3626.169      0.2314140E-04  0.6026362E-06   1739529.       796505.6       6.926150       8.789702       4.686735       2681.827      -7570546.       1222.154       139.7904    
  3628.352      0.2306784E-04  0.6010270E-06   1743826.       797731.8       6.932611       8.796354       4.688930       2681.190      -7544251.       1221.933       139.7063    
