|6.6.6
/home/bob/software/Perple_X/example_23/in23_1.tab                                                   
           2
P(bar)  
   1.0000000000000000     
   999.99599999999998     
         251
T(K)    
   1400.0000000000000     
   100.00000000000000     
           7
          12
rho,kg/m3      alpha,1/K      beta,1/bar     Ks,bar         Gs,bar         v0,km/s        vp,km/s        vs,km/s        s,J/K/kg       h,J/kg         cp,J/K/kg      V,J/bar/mol   
  3343.881      0.3304612E-04  0.8845322E-06   1202551.       657889.4       5.996894       7.886400       4.435587       2558.391     -0.1061881E+08   1234.306       151.5915    
  3346.832      0.3284244E-04  0.8799955E-06   1208028.       659379.1       6.007883       7.897053       4.438647       2557.406     -0.1059059E+08   1233.777       151.4578    
  3349.771      0.3264172E-04  0.8755216E-06   1213489.       660864.0       6.018807       7.907647       4.441692       2556.428     -0.1056238E+08   1233.256       151.3249    
  3352.698      0.3244388E-04  0.8711088E-06   1218936.       662344.0       6.029667       7.918183       4.444722       2555.457     -0.1053420E+08   1232.742       151.1928    
  3355.612      0.3224886E-04  0.8667558E-06   1224369.       663819.3       6.040463       7.928662       4.447736       2554.493     -0.1050602E+08   1232.237       151.0615    
  3358.515      0.3205658E-04  0.8624610E-06   1229787.       665289.8       6.051197       7.939084       4.450736       2553.535     -0.1047786E+08   1231.739       150.9309    
  3361.405      0.3186697E-04  0.8582230E-06   1235191.       666755.8       6.061870       7.949451       4.453720       2552.584     -0.1044972E+08   1231.249       150.8011    
  3364.284      0.3167998E-04  0.8540405E-06   1240581.       668217.1       6.072483       7.959763       4.456690       2551.639     -0.1042159E+08   1230.766       150.6721    
  3367.152      0.3149554E-04  0.8499121E-06   1245958.       669674.0       6.083037       7.970022       4.459646       2550.700     -0.1039347E+08   1230.289       150.5438    
  3370.008      0.3131358E-04  0.8458366E-06   1251322.       671126.4       6.093532       7.980228       4.462587       2549.768     -0.1036537E+08   1229.820       150.4162    
  3372.853      0.3113406E-04  0.8418128E-06   1256673.       672574.3       6.103971       7.990382       4.465514       2548.842     -0.1033728E+08   1229.357       150.2893    
  3375.687      0.3095691E-04  0.8378395E-06   1262011.       674017.9       6.114353       8.000485       4.468427       2547.922     -0.1030921E+08   1228.901       150.1632    
  3378.509      0.3078209E-04  0.8339155E-06   1267337.       675457.2       6.124680       8.010538       4.471326       2547.008     -0.1028115E+08   1228.451       150.0377    
  3381.321      0.3060953E-04  0.8300398E-06   1272650.       676892.2       6.134953       8.020541       4.474212       2546.100     -0.1025311E+08   1228.008       149.9129    
  3384.123      0.3043920E-04  0.8262113E-06   1277951.       678323.0       6.145172       8.030495       4.477084       2545.197     -0.1022508E+08   1227.571       149.7888    
  3386.913      0.3027103E-04  0.8224290E-06   1283240.       679749.7       6.155339       8.040401       4.479943       2544.301     -0.1019707E+08   1227.139       149.6654    
  3389.694      0.3010499E-04  0.8186919E-06   1288518.       681172.2       6.165453       8.050259       4.482788       2543.410     -0.1016907E+08   1226.714       149.5426    
  3392.464      0.2994103E-04  0.8149990E-06   1293784.       682590.6       6.175517       8.060070       4.485621       2542.524     -0.1014109E+08   1226.294       149.4205    
  3395.223      0.2977910E-04  0.8113494E-06   1299039.       684005.0       6.185530       8.069835       4.488440       2541.645     -0.1011312E+08   1225.879       149.2991    
  3397.973      0.2961916E-04  0.8077422E-06   1304283.       685415.3       6.195494       8.079555       4.491247       2540.770     -0.1008516E+08   1225.470       149.1783    
  3410.597      0.2947368E-04  0.7927812E-06   1330820.       693251.1       6.246611       8.131543       4.508479       2535.302     -0.1006565E+08   1225.637       148.6261    
  3413.296      0.2932288E-04  0.7894119E-06   1335947.       694653.2       6.256156       8.140926       4.511252       2534.441     -0.1003781E+08   1225.248       148.5086    
  3415.986      0.2917384E-04  0.7860795E-06   1341063.       696051.6       6.265657       8.150268       4.514012       2533.584     -0.1000998E+08   1224.863       148.3917    
  3418.666      0.2902652E-04  0.7827833E-06   1346170.       697446.2       6.275114       8.159568       4.516760       2532.733      -9982161.       1224.483       148.2753    
  3421.338      0.2888088E-04  0.7795227E-06   1351268.       698837.1       6.284528       8.168828       4.519496       2531.886      -9954361.       1224.108       148.1595    
  3424.000      0.2873690E-04  0.7762969E-06   1356355.       700224.3       6.293900       8.178048       4.522220       2531.044      -9926575.       1223.738       148.0443    
  3426.654      0.2859454E-04  0.7731054E-06   1361434.       701607.8       6.303229       8.187229       4.524932       2530.207      -9898803.       1223.372       147.9297    
  3429.299      0.2845377E-04  0.7699474E-06   1366503.       702987.7       6.312517       8.196370       4.527633       2529.375      -9871046.       1223.010       147.8156    
  3431.935      0.2831457E-04  0.7668223E-06   1371562.       704364.1       6.321764       8.205473       4.530322       2528.548      -9843304.       1222.652       147.7020    
  3434.562      0.2817689E-04  0.7637295E-06   1376613.       705736.9       6.330970       8.214538       4.533000       2527.725      -9815575.       1222.299       147.5891    
  3437.181      0.2804073E-04  0.7606686E-06   1381655.       707106.2       6.340137       8.223566       4.535667       2526.907      -9787861.       1221.950       147.4766    
  3439.791      0.2790604E-04  0.7576387E-06   1386688.       708472.0       6.349264       8.232556       4.538322       2526.094      -9760162.       1221.605       147.3647    
  3442.393      0.2777280E-04  0.7546395E-06   1391713.       709834.4       6.358353       8.241510       4.540966       2525.285      -9732477.       1221.265       147.2533    
  3444.987      0.2764098E-04  0.7516704E-06   1396729.       711193.3       6.367403       8.250427       4.543600       2524.480      -9704806.       1220.928       147.1424    
  3447.572      0.2751056E-04  0.7487309E-06   1401737.       712548.9       6.376415       8.259309       4.546222       2523.680      -9677150.       1220.594       147.0321    
  3450.149      0.2738152E-04  0.7458203E-06   1406736.       713901.1       6.385389       8.268155       4.548834       2522.884      -9649508.       1220.265       146.9223    
  3452.719      0.2725382E-04  0.7429383E-06   1411727.       715250.0       6.394327       8.276966       4.551435       2522.093      -9621880.       1219.939       146.8129    
  3455.280      0.2712746E-04  0.7400844E-06   1416710.       716595.6       6.403228       8.285742       4.554025       2521.305      -9594266.       1219.617       146.7041    
  3457.833      0.2700239E-04  0.7372580E-06   1421686.       717937.9       6.412092       8.294484       4.556605       2520.522      -9566667.       1219.299       146.5958    
  3464.424      0.2691238E-04  0.7311284E-06   1433967.       721966.9       6.433600       8.317280       4.565025       2519.961      -9538460.       1219.226       146.3169    
  3466.953      0.2679128E-04  0.7283996E-06   1438891.       723303.8       6.442285       8.325870       4.567582       2519.187      -9510923.       1218.916       146.2102    
  3469.475      0.2667139E-04  0.7256963E-06   1443807.       724637.6       6.450935       8.334428       4.570130       2518.416      -9483400.       1218.610       146.1039    
  3471.989      0.2655268E-04  0.7230180E-06   1448715.       725968.3       6.459552       8.342953       4.572668       2517.649      -9455892.       1218.307       145.9981    
  3474.495      0.2643515E-04  0.7203644E-06   1453617.       727295.8       6.468135       8.351447       4.575196       2516.886      -9428397.       1218.008       145.8928    
  3476.994      0.2631877E-04  0.7177352E-06   1458511.       728620.2       6.476686       8.359909       4.577714       2516.127      -9400916.       1217.712       145.7879    
  3479.486      0.2620353E-04  0.7151298E-06   1463398.       729941.6       6.485205       8.368340       4.580222       2515.372      -9373450.       1217.418       145.6835    
  3481.971      0.2608940E-04  0.7125479E-06   1468278.       731260.0       6.493691       8.376741       4.582720       2514.621      -9345997.       1217.128       145.5795    
  3484.448      0.2597636E-04  0.7099892E-06   1473151.       732575.4       6.502145       8.385111       4.585209       2513.874      -9318559.       1216.841       145.4760    
  3486.919      0.2586440E-04  0.7074533E-06   1478018.       733887.7       6.510568       8.393450       4.587688       2513.130      -9291134.       1216.557       145.3730    
  3489.382      0.2575351E-04  0.7049398E-06   1482877.       735197.1       6.518960       8.401760       4.590158       2512.390      -9263724.       1216.276       145.2704    
  3491.838      0.2564366E-04  0.7024485E-06   1487730.       736503.6       6.527321       8.410040       4.592618       2511.654      -9236327.       1215.997       145.1682    
  3494.288      0.2553484E-04  0.6999789E-06   1492576.       737807.2       6.535652       8.418291       4.595070       2510.922      -9208945.       1215.722       145.0664    
  3496.730      0.2542703E-04  0.6975307E-06   1497416.       739107.8       6.543952       8.426513       4.597512       2510.193      -9181576.       1215.449       144.9651    
  3499.166      0.2532023E-04  0.6951037E-06   1502249.       740405.6       6.552223       8.434707       4.599944       2509.467      -9154221.       1215.179       144.8642    
  3501.595      0.2521440E-04  0.6926975E-06   1507076.       741700.6       6.560464       8.442872       4.602368       2508.745      -9126880.       1214.912       144.7637    
  3504.017      0.2510954E-04  0.6903118E-06   1511896.       742992.7       6.568676       8.451008       4.604783       2508.027      -9099553.       1214.647       144.6636    
  3506.433      0.2500564E-04  0.6879463E-06   1516710.       744282.0       6.576860       8.459117       4.607189       2507.312      -9072239.       1214.385       144.5640    
  3508.842      0.2490268E-04  0.6856007E-06   1521518.       745568.5       6.585014       8.467199       4.609586       2506.601      -9044939.       1214.125       144.4647    
  3512.708      0.2482065E-04  0.6823577E-06   1528670.       747785.3       6.596839       8.479521       4.613892       2505.750      -9017902.       1213.962       144.3057    
  3515.102      0.2471987E-04  0.6800624E-06   1533455.       749066.5       6.604904       8.487522       4.616271       2505.045      -8990643.       1213.708       144.2074    
  3517.489      0.2461998E-04  0.6777859E-06   1538233.       750345.1       6.612942       8.495496       4.618641       2504.344      -8963396.       1213.456       144.1096    
  3519.870      0.2452097E-04  0.6755281E-06   1543006.       751621.0       6.620953       8.503444       4.621002       2503.645      -8936164.       1213.207       144.0121    
  3522.244      0.2442282E-04  0.6732887E-06   1547773.       752894.2       6.628937       8.511366       4.623355       2502.950      -8908945.       1212.960       143.9150    
  3531.787      0.2616121E-04  0.6678955E-06   1568267.       772311.8       6.663658       8.576767       4.676265       2498.655      -8887887.       1219.152       143.5261    
  3534.143      0.2606720E-04  0.6657961E-06   1572857.       773636.1       6.671178       8.584390       4.678712       2497.915      -8860839.       1218.904       143.4305    
  3536.493      0.2597394E-04  0.6637123E-06   1577443.       774957.7       6.678677       8.591989       4.681150       2497.179      -8833805.       1218.659       143.3351    
  3538.838      0.2588141E-04  0.6616438E-06   1582025.       776276.7       6.686153       8.599567       4.683580       2496.446      -8806783.       1218.415       143.2402    
  3541.176      0.2578960E-04  0.6595905E-06   1586602.       777593.1       6.693608       8.607121       4.686002       2495.717      -8779776.       1218.174       143.1456    
  3543.509      0.2569851E-04  0.6575521E-06   1591176.       778906.9       6.701041       8.614654       4.688415       2494.990      -8752781.       1217.934       143.0514    
  3545.836      0.2560813E-04  0.6555285E-06   1595745.       780218.2       6.708453       8.622164       4.690819       2494.266      -8725800.       1217.697       142.9575    
  3548.158      0.2551844E-04  0.6535195E-06   1600310.       781526.9       6.715843       8.629653       4.693215       2493.545      -8698833.       1217.462       142.8639    
  3550.474      0.2542945E-04  0.6515250E-06   1604870.       782833.1       6.723212       8.637120       4.695604       2492.828      -8671879.       1217.228       142.7707    
  3552.784      0.2534113E-04  0.6495447E-06   1609427.       784136.7       6.730560       8.644565       4.697983       2492.113      -8644938.       1216.996       142.6779    
  3555.089      0.2525349E-04  0.6475786E-06   1613979.       785437.9       6.737887       8.651989       4.700355       2491.401      -8618010.       1216.767       142.5854    
  3557.389      0.2516652E-04  0.6456263E-06   1618528.       786736.5       6.745194       8.659391       4.702719       2490.692      -8591096.       1216.539       142.4932    
  3559.683      0.2508020E-04  0.6436879E-06   1623072.       788032.7       6.752480       8.666773       4.705074       2489.986      -8564195.       1216.313       142.4014    
  3561.971      0.2499453E-04  0.6417630E-06   1627613.       789326.5       6.759745       8.674133       4.707422       2489.283      -8537307.       1216.089       142.3099    
  3575.694      0.2457582E-04  0.6328976E-06   1650117.       795403.0       6.793243       8.706766       4.716430       2490.992      -8506404.       1214.908       141.7637    
  3577.954      0.2449350E-04  0.6310607E-06   1654592.       796683.0       6.800299       8.713934       4.718733       2490.307      -8479613.       1214.693       141.6742    
  3580.210      0.2441177E-04  0.6292363E-06   1659063.       797960.7       6.807336       8.721083       4.721027       2489.623      -8452834.       1214.479       141.5849    
  3582.460      0.2433064E-04  0.6274243E-06   1663530.       799236.1       6.814354       8.728212       4.723315       2488.943      -8426068.       1214.266       141.4960    
  3584.705      0.2425010E-04  0.6256245E-06   1667994.       800509.1       6.821353       8.735321       4.725594       2488.265      -8399316.       1214.055       141.4074    
  3586.945      0.2417015E-04  0.6238367E-06   1672454.       801779.8       6.828333       8.742411       4.727866       2487.590      -8372576.       1213.846       141.3191    
  3589.180      0.2409077E-04  0.6220609E-06   1676910.       803048.1       6.835295       8.749482       4.730131       2486.917      -8345849.       1213.639       141.2311    
  3591.411      0.2401196E-04  0.6202969E-06   1681363.       804314.2       6.842238       8.756534       4.732388       2486.247      -8319135.       1213.433       141.1434    
  3593.636      0.2393371E-04  0.6185446E-06   1685812.       805578.0       6.849163       8.763566       4.734638       2485.580      -8292434.       1213.229       141.0560    
  3595.856      0.2385602E-04  0.6168038E-06   1690257.       806839.5       6.856070       8.770580       4.736880       2484.915      -8265746.       1213.026       140.9689    
  3598.072      0.2377888E-04  0.6150745E-06   1694699.       808098.7       6.862959       8.777575       4.739116       2484.253      -8239071.       1212.825       140.8821    
  3600.282      0.2370228E-04  0.6133565E-06   1699137.       809355.7       6.869830       8.784551       4.741344       2483.594      -8212408.       1212.625       140.7956    
  3602.488      0.2362622E-04  0.6116497E-06   1703572.       810610.5       6.876683       8.791509       4.743565       2482.937      -8185758.       1212.427       140.7093    
  3604.689      0.2355069E-04  0.6099539E-06   1708003.       811863.0       6.883518       8.798449       4.745778       2482.282      -8159121.       1212.230       140.6234    
  3606.886      0.2347569E-04  0.6082691E-06   1712431.       813113.3       6.890336       8.805370       4.747985       2481.630      -8132496.       1212.035       140.5378    
  3643.753      0.2322925E-04  0.5870987E-06   1776716.       844177.6       6.982879       8.924741       4.813295       2479.771      -8108034.       1212.244       139.1158    
  3645.890      0.2315848E-04  0.5855548E-06   1781084.       845423.3       6.989408       8.931387       4.815432       2479.134      -8081679.       1212.055       139.0343    
  3648.023      0.2308818E-04  0.5840204E-06   1785449.       846666.8       6.995921       8.938017       4.817564       2478.500      -8055337.       1211.867       138.9530    
  3650.151      0.2301835E-04  0.5824955E-06   1789810.       847908.2       7.002418       8.944629       4.819689       2477.869      -8029007.       1211.680       138.8720    
  3652.275      0.2294897E-04  0.5809798E-06   1794168.       849147.5       7.008899       8.951225       4.821807       2477.239      -8002689.       1211.494       138.7912    
  3749.344      0.2374779E-04  0.5257083E-06   1986788.       966896.9       7.279442       9.347451       5.078231       2461.813      -8003309.       1217.554       135.1980    
  3751.313      0.2368370E-04  0.5244635E-06   1991174.       968165.6       7.285560       9.353662       5.080228       2461.180      -7977720.       1217.362       135.1270    
  3753.279      0.2362001E-04  0.5232257E-06   1995557.       969432.4       7.291665       9.359859       5.082219       2460.550      -7952141.       1217.171       135.0563    
  3755.241      0.2355669E-04  0.5219947E-06   1999938.       970697.1       7.297756       9.366042       5.084204       2459.922      -7926573.       1216.981       134.9857    
  3764.784      0.2332819E-04  0.5167057E-06   2018240.       977681.9       7.321775       9.393290       5.095992       2460.603      -7898839.       1216.346       134.6435    
  3766.727      0.2326666E-04  0.5155219E-06   2022564.       978936.9       7.327724       9.399341       5.097946       2459.985      -7873336.       1216.161       134.5741    
  3768.667      0.2320550E-04  0.5143444E-06   2026886.       980189.9       7.333660       9.405378       5.099895       2459.368      -7847843.       1215.977       134.5048    
  3770.604      0.2314470E-04  0.5131732E-06   2031205.       981441.1       7.339584       9.411402       5.101838       2458.753      -7822360.       1215.794       134.4357    
  3772.537      0.2308425E-04  0.5120082E-06   2035522.       982690.3       7.345495       9.417413       5.103776       2458.140      -7796888.       1215.613       134.3668    
  3774.467      0.2302416E-04  0.5108494E-06   2039835.       983937.7       7.351394       9.423411       5.105708       2457.529      -7771426.       1215.432       134.2981    
  3776.394      0.2296441E-04  0.5096967E-06   2044146.       985183.2       7.357281       9.429395       5.107635       2456.920      -7745975.       1215.253       134.2296    
  3778.317      0.2290501E-04  0.5085501E-06   2048454.       986426.7       7.363155       9.435367       5.109557       2456.313      -7720533.       1215.075       134.1613    
  3780.236      0.2284596E-04  0.5074094E-06   2052759.       987668.5       7.369017       9.441325       5.111473       2455.708      -7695102.       1214.898       134.0931    
  3782.153      0.2278724E-04  0.5062747E-06   2057062.       988908.3       7.374866       9.447271       5.113385       2455.105      -7669682.       1214.722       134.0252    
  3784.066      0.2272886E-04  0.5051459E-06   2061362.       990146.3       7.380704       9.453203       5.115291       2454.503      -7644271.       1214.547       133.9574    
  3785.976      0.2267081E-04  0.5040230E-06   2065659.       991382.4       7.386529       9.459123       5.117192       2453.903      -7618871.       1214.373       133.8899    
  3787.883      0.2261309E-04  0.5029059E-06   2069954.       992616.7       7.392343       9.465031       5.119087       2453.305      -7593481.       1214.200       133.8225    
  3789.786      0.2255571E-04  0.5017945E-06   2074246.       993849.2       7.398145       9.470926       5.120978       2452.709      -7568101.       1214.029       133.7553    
  3791.686      0.2249864E-04  0.5006889E-06   2078536.       995079.9       7.403934       9.476808       5.122864       2452.115      -7542731.       1213.858       133.6882    
  3808.524      0.2233963E-04  0.4917200E-06   2113188.       1017605.       7.448875       9.545222       5.169056       2453.357      -7514814.       1213.587       133.0972    
  3810.395      0.2228465E-04  0.4906829E-06   2117389.       1018830.       7.454446       9.550898       5.170896       2452.771      -7489559.       1213.421       133.0318    
  3812.263      0.2222997E-04  0.4896509E-06   2121589.       1020053.       7.460006       9.556563       5.172732       2452.187      -7464315.       1213.255       132.9666    
  3814.128      0.2217558E-04  0.4886238E-06   2125786.       1021275.       7.465556       9.562217       5.174562       2451.605      -7439080.       1213.091       132.9016    
  3815.990      0.2212149E-04  0.4876017E-06   2129981.       1022494.       7.471095       9.567859       5.176388       2451.024      -7413855.       1212.927       132.8368    
  3817.855      0.2206777E-04  0.4865789E-06   2134200.       1023741.       7.476664       9.573570       5.178278       2450.426      -7388672.       1212.765       132.7719    
  3819.711      0.2201426E-04  0.4855666E-06   2138391.       1024958.       7.482182       9.579190       5.180094       2449.849      -7363467.       1212.603       132.7074    
  3821.565      0.2196104E-04  0.4845591E-06   2142579.       1026172.       7.487689       9.584798       5.181906       2449.274      -7338272.       1212.443       132.6430    
  3823.415      0.2190810E-04  0.4835564E-06   2146765.       1027385.       7.493186       9.590395       5.183712       2448.700      -7313086.       1212.283       132.5788    
  3825.262      0.2185544E-04  0.4825585E-06   2150949.       1028596.       7.498673       9.595981       5.185515       2448.128      -7287911.       1212.124       132.5148    
  3827.107      0.2180307E-04  0.4815653E-06   2155130.       1029806.       7.504150       9.601556       5.187312       2447.557      -7262745.       1211.966       132.4509    
  3828.948      0.2175097E-04  0.4805768E-06   2159310.       1031013.       7.509616       9.607119       5.189105       2446.988      -7237589.       1211.809       132.3872    
  3830.787      0.2169914E-04  0.4795929E-06   2163487.       1032220.       7.515072       9.612672       5.190893       2446.421      -7212443.       1211.653       132.3237    
  3832.623      0.2164759E-04  0.4786137E-06   2167662.       1033424.       7.520518       9.618214       5.192676       2445.856      -7187307.       1211.497       132.2603    
  3834.456      0.2159632E-04  0.4776390E-06   2171835.       1034627.       7.525954       9.623745       5.194455       2445.291      -7162180.       1211.343       132.1971    
  3836.286      0.2154530E-04  0.4766689E-06   2176006.       1035828.       7.531379       9.629265       5.196229       2444.729      -7137063.       1211.190       132.1340    
  3838.113      0.2149456E-04  0.4757034E-06   2180174.       1037027.       7.536795       9.634774       5.197999       2444.168      -7111956.       1211.037       132.0711    
  3839.937      0.2144408E-04  0.4747423E-06   2184340.       1038225.       7.542201       9.640273       5.199764       2443.609      -7086859.       1210.885       132.0083    
  3841.759      0.2139386E-04  0.4737856E-06   2188505.       1039421.       7.547597       9.645761       5.201525       2443.051      -7061771.       1210.734       131.9458    
  3851.107      0.2105736E-04  0.4693706E-06   2207672.       1050593.       7.571370       9.679843       5.223053       2439.496      -7041731.       1209.567       131.6255    
  3852.913      0.2100846E-04  0.4684378E-06   2211825.       1051778.       7.576712       9.685259       5.224774       2438.950      -7016699.       1209.421       131.5638    
  3854.716      0.2095981E-04  0.4675093E-06   2215976.       1052962.       7.582045       9.690666       5.226490       2438.406      -6991677.       1209.276       131.5022    
  3856.517      0.2091140E-04  0.4665850E-06   2220126.       1054144.       7.587368       9.696062       5.228203       2437.863      -6966664.       1209.131       131.4408    
  3858.315      0.2086324E-04  0.4656649E-06   2224273.       1055325.       7.592681       9.701448       5.229911       2437.321      -6941660.       1208.987       131.3796    
  3898.706      0.1937453E-04  0.4484505E-06   2300965.       1106826.       7.682362       9.842329       5.328186       2422.091      -6941870.       1203.687       130.0185    
  3900.453      0.1933072E-04  0.4476098E-06   2305068.       1107963.       7.687486       9.847442       5.329729       2421.595      -6917070.       1203.560       129.9602    
  3902.198      0.1928712E-04  0.4467728E-06   2309169.       1109099.       7.692602       9.852546       5.331267       2421.100      -6892279.       1203.433       129.9021    
  3903.940      0.1924373E-04  0.4459394E-06   2313269.       1110233.       7.697709       9.857641       5.332802       2420.607      -6867498.       1203.307       129.8442    
  3905.680      0.1920055E-04  0.4451095E-06   2317366.       1111365.       7.702807       9.862726       5.334332       2420.114      -6842725.       1203.181       129.7863    
  3907.438      0.1915741E-04  0.4442831E-06   2321456.       1112531.       7.707867       9.867830       5.335930       2419.598      -6818005.       1203.055       129.7279    
  3909.173      0.1911463E-04  0.4434602E-06   2325550.       1113661.       7.712948       9.872897       5.337453       2419.108      -6793251.       1202.931       129.6704    
  3910.905      0.1907207E-04  0.4426408E-06   2329642.       1114789.       7.718021       9.877955       5.338972       2418.620      -6768506.       1202.808       129.6129    
  3912.635      0.1902970E-04  0.4418248E-06   2333731.       1115915.       7.723084       9.883004       5.340487       2418.133      -6743770.       1202.685       129.5556    
  3915.992      0.1903395E-04  0.4407085E-06   2340007.       1118749.       7.730145       9.891752       5.344971       2417.396      -6719454.       1202.836       129.4445    
  3917.717      0.1899196E-04  0.4399003E-06   2344094.       1119876.       7.735189       9.896785       5.346485       2416.911      -6694748.       1202.714       129.3875    
  3919.439      0.1895017E-04  0.4390955E-06   2348178.       1121001.       7.740225       9.901809       5.347996       2416.427      -6670052.       1202.593       129.3307    
  3921.159      0.1890857E-04  0.4382941E-06   2352261.       1122125.       7.745252       9.906825       5.349503       2415.944      -6645365.       1202.472       129.2740    
  3922.876      0.1886717E-04  0.4374960E-06   2356343.       1123248.       7.750271       9.911831       5.351006       2415.462      -6620686.       1202.352       129.2174    
  3929.921      0.1897970E-04  0.4357127E-06   2367692.       1130005.       7.761947       9.929065       5.362264       2414.130      -6597480.       1203.134       128.9857    
  3931.632      0.1893862E-04  0.4349245E-06   2371771.       1131137.       7.766939       9.934061       5.363782       2413.648      -6572859.       1203.013       128.9296    
  3933.341      0.1889773E-04  0.4341394E-06   2375848.       1132268.       7.771924       9.939048       5.365296       2413.167      -6548248.       1202.894       128.8736    
  3935.047      0.1885703E-04  0.4333576E-06   2379924.       1133397.       7.776900       9.944026       5.366807       2412.687      -6523646.       1202.775       128.8177    
  3936.752      0.1881651E-04  0.4325790E-06   2383997.       1134524.       7.781868       9.948996       5.368314       2412.208      -6499052.       1202.657       128.7619    
  3957.879      0.1905424E-04  0.4265802E-06   2423887.       1172517.       7.825732       10.03703       5.442874       2399.170      -6495879.       1204.047       128.0746    
  3959.566      0.1901378E-04  0.4258240E-06   2427963.       1173663.       7.830639       10.04194       5.444374       2398.689      -6471436.       1203.926       128.0200    
  3961.251      0.1897349E-04  0.4250709E-06   2432037.       1174809.       7.835539       10.04684       5.445872       2398.209      -6447001.       1203.805       127.9656    
  3962.934      0.1893339E-04  0.4243208E-06   2436108.       1175953.       7.840431       10.05174       5.447366       2397.731      -6422576.       1203.685       127.9112    
  3964.614      0.1889347E-04  0.4235737E-06   2440178.       1177095.       7.845314       10.05662       5.448856       2397.254      -6398158.       1203.565       127.8570    
  3966.292      0.1885373E-04  0.4228296E-06   2444247.       1178236.       7.850190       10.06150       5.450343       2396.778      -6373750.       1203.447       127.8029    
  3967.968      0.1881417E-04  0.4220886E-06   2448313.       1179376.       7.855058       10.06637       5.451826       2396.303      -6349350.       1203.328       127.7490    
  3969.642      0.1877479E-04  0.4213505E-06   2452378.       1180514.       7.859918       10.07123       5.453305       2395.830      -6324958.       1203.211       127.6951    
  3971.313      0.1873558E-04  0.4206153E-06   2456440.       1181650.       7.864770       10.07608       5.454782       2395.357      -6300576.       1203.094       127.6413    
  3972.983      0.1869655E-04  0.4198831E-06   2460501.       1182785.       7.869615       10.08093       5.456254       2394.886      -6276201.       1202.977       127.5877    
  3974.650      0.1865769E-04  0.4191538E-06   2464561.       1183919.       7.874452       10.08576       5.457724       2394.416      -6251836.       1202.861       127.5342    
  3976.315      0.1861900E-04  0.4184274E-06   2468618.       1185051.       7.879281       10.09059       5.459190       2393.947      -6227479.       1202.745       127.4808    
  3977.977      0.1858048E-04  0.4177039E-06   2472674.       1186182.       7.884102       10.09541       5.460652       2393.480      -6203130.       1202.631       127.4275    
  3979.638      0.1854214E-04  0.4169832E-06   2476728.       1187311.       7.888916       10.10022       5.462111       2393.013      -6178790.       1202.516       127.3744    
  4009.410      0.1889434E-04  0.4089041E-06   2534282.       1244948.       7.950367       10.22786       5.572311       2372.789      -6189230.       1204.441       126.4285    
  4011.049      0.1885586E-04  0.4082111E-06   2538338.       1246104.       7.955102       10.23260       5.573760       2372.319      -6165094.       1204.323       126.3769    
  4012.685      0.1881755E-04  0.4075209E-06   2542393.       1247260.       7.959830       10.23732       5.575206       2371.849      -6140967.       1204.204       126.3253    
  4014.319      0.1877940E-04  0.4068333E-06   2546446.       1248413.       7.964550       10.24204       5.576648       2371.381      -6116847.       1204.086       126.2739    
  4015.951      0.1874142E-04  0.4061484E-06   2550497.       1249566.       7.969263       10.24675       5.578088       2370.914      -6092736.       1203.969       126.2226    
  4032.825      0.1873168E-04  0.3993878E-06   2592177.       1248338.       8.017291       10.27373       5.563672       2366.993      -6074480.       1204.285       125.6945    
  4034.434      0.1869309E-04  0.3986997E-06   2596434.       1249509.       8.022270       10.27870       5.565170       2366.529      -6050477.       1204.166       125.6443    
  4036.042      0.1865468E-04  0.3980142E-06   2600688.       1250678.       8.027242       10.28366       5.566664       2366.066      -6026482.       1204.048       125.5943    
  4037.647      0.1861643E-04  0.3973315E-06   2604941.       1251846.       8.032205       10.28861       5.568155       2365.604      -6002495.       1203.930       125.5444    
  4039.250      0.1857834E-04  0.3966514E-06   2609192.       1253013.       8.037161       10.29355       5.569643       2365.144      -5978516.       1203.813       125.4945    
  4040.851      0.1854043E-04  0.3959741E-06   2613442.       1254178.       8.042109       10.29849       5.571128       2364.684      -5954545.       1203.697       125.4448    
  4042.450      0.1850268E-04  0.3952993E-06   2617689.       1255341.       8.047050       10.30341       5.572609       2364.226      -5930582.       1203.581       125.3952    
  4044.047      0.1846509E-04  0.3946272E-06   2621935.       1256504.       8.051982       10.30833       5.574088       2363.769      -5906627.       1203.465       125.3457    
  4045.642      0.1842767E-04  0.3939577E-06   2626178.       1257665.       8.056907       10.31324       5.575563       2363.313      -5882679.       1203.350       125.2962    
  4047.235      0.1839041E-04  0.3932908E-06   2630420.       1258824.       8.061825       10.31814       5.577035       2362.858      -5858739.       1203.236       125.2469    
  4048.825      0.1835331E-04  0.3926265E-06   2634660.       1259982.       8.066735       10.32304       5.578504       2362.404      -5834808.       1203.122       125.1977    
  4050.414      0.1831637E-04  0.3919647E-06   2638899.       1261139.       8.071637       10.32793       5.579969       2361.951      -5810884.       1203.009       125.1486    
  4052.001      0.1827959E-04  0.3913055E-06   2643135.       1262295.       8.076532       10.33281       5.581432       2361.500      -5786968.       1202.896       125.0996    
  4053.585      0.1824296E-04  0.3906488E-06   2647370.       1263449.       8.081419       10.33768       5.582891       2361.049      -5763060.       1202.783       125.0507    
  4055.168      0.1820650E-04  0.3899946E-06   2651603.       1264602.       8.086299       10.34254       5.584348       2360.600      -5739159.       1202.672       125.0019    
